,price,size
0,42391.22,0.11798695
1,42391.57,0.47515942
2,42392.58,0.24435028
3,42392.59,0.11799648
4,42392.71,0.14743951
5,42393.5,1.0
6,42395.94,0.29395389
7,42396.02,0.03534774
8,42396.32,1.0
9,42398.32,0.2355165
10,42398.73,0.039
11,42401.32,0.15337591
12,42401.47,0.18879436
13,42404.97,0.042092
14,42404.98,0.03577682
15,42407.33,0.2359918
16,42409.39,0.39983057
17,42409.4,0.312
18,42413.15,0.35401335
19,42415.12,0.05
20,42418.58,1.0
21,42422.35,0.58982001
22,42427.92,0.59
23,42433.0,8.7691
24,42440.17,0.21025427
25,42441.2,0.762
26,42444.07,0.17707773
27,42445.07,0.70802989
28,42469.64,0.31963483
29,42469.65,2.35992904
30,42470.59,1.18
31,42483.6,1.551
32,42498.24,0.02602722
33,42498.25,2.36073058
34,42502.1,0.13
35,42528.98,0.06506806
36,42529.01,0.16915627
37,42533.21,2.2
38,42535.95,3.773
39,42548.2,1.34
40,42557.86,0.50473793
41,42608.81,1.05411287
42,42609.09,7.614
43,42653.63,16.331
44,42742.3,1.224
45,42763.08,0.79999995
46,42801.0,0.00061027
47,42819.38,16.666
48,42900.0,0.00149049
49,42901.0,0.00060884
