,price,size
0,42382.31,1.0
1,42384.77,0.11800909
2,42386.04,0.11786789
3,42386.74,0.23422878
4,42386.82,1.0
5,42387.1,0.14716959
6,42390.22,0.30069115
7,42391.56,0.18883429
8,42395.78,0.4854004
9,42395.79,0.11736671
10,42396.02,0.03534774
11,42398.26,0.03429307
12,42398.27,0.37237608
13,42398.28,0.23606124
14,42402.88,0.23601542
15,42404.98,0.03577682
16,42409.4,0.312
17,42413.15,0.35401335
18,42418.58,1.0
19,42422.35,0.47200636
20,42422.4,8.5685
21,42437.61,0.26193208
22,42441.2,0.762
23,42444.07,0.17707773
24,42445.07,0.70802989
25,42451.57,1.18
26,42469.64,0.31963483
27,42469.65,2.35992904
28,42483.6,1.551
29,42498.24,0.02603275
30,42498.25,2.36073058
31,42500.48,0.06507806
32,42500.49,2.2
33,42502.1,0.13
34,42533.19,0.16922714
35,42535.95,3.773
36,42548.2,1.34
37,42557.86,0.50473793
38,42608.81,1.05411287
39,42609.09,7.614
40,42653.63,16.331
41,42742.3,1.224
42,42763.08,0.79999995
43,42801.0,0.00061027
44,42819.38,16.666
45,42900.0,0.00149049
46,42901.0,0.00060884
47,42933.0,0.00406
48,42934.0,0.00122
49,42959.25,0.02280149
