,price,size
0,42418.58,0.11807188
1,42425.22,0.47050571
2,42425.23,0.11787984
3,42427.64,1.0
4,42428.5,0.15326484
5,42428.72,0.24478233
6,42429.63,0.14738775
7,42429.9,1.0
8,42436.09,0.28711227
9,42436.1,0.312
10,42438.76,0.02854734
11,42438.77,0.37020296
12,42439.17,0.35320908
13,42439.64,0.2358024
14,42444.46,0.05
15,42444.61,0.0350746
16,42447.8,8.6065
17,42451.77,0.35367499
18,42452.07,0.47165192
19,42459.43,0.59
20,42466.27,0.70762473
21,42467.9,0.762
22,42483.6,1.551
23,42485.81,0.1635902
24,42488.02,0.31682706
25,42498.25,2.36073058
26,42506.26,1.18
27,42528.49,0.02601907
28,42528.5,2.35887681
29,42535.95,3.773
30,42541.36,0.06501944
31,42541.37,2.2
32,42557.85,0.16907202
33,42557.86,0.50473793
34,42575.8,1.39
35,42608.81,1.05411287
36,42609.09,7.614
37,42653.63,16.331
38,42742.3,1.224
39,42763.08,0.79999995
40,42801.0,0.00061027
41,42819.38,16.666
42,42900.0,0.00149049
43,42901.0,0.00060884
44,42933.0,0.00406
45,42934.0,0.00122
46,42959.25,0.02280149
47,42985.25,0.001
48,43000.0,0.06226909
49,43001.0,0.00060743
