,price,size
0,42380.14,0.11803955
1,42382.31,1.0
2,42383.09,0.48945628
3,42384.77,0.11800909
4,42386.74,0.23422878
5,42386.82,1.0
6,42387.1,0.14716959
7,42390.22,0.30069115
8,42391.56,0.18883429
9,42395.79,0.11736671
10,42396.02,0.03534774
11,42398.26,0.03429307
12,42398.27,0.37237608
13,42398.28,0.28606124
14,42402.88,0.23601542
15,42404.98,0.03577682
16,42407.6,0.59
17,42409.4,0.312
18,42413.12,0.11796576
19,42413.15,0.35401335
20,42418.58,1.0
21,42422.35,0.47200636
22,42422.4,8.5685
23,42437.61,0.26193208
24,42441.2,0.762
25,42444.07,0.17707773
26,42445.07,0.70802989
27,42451.57,1.18
28,42469.64,0.31963483
29,42469.65,2.35992904
30,42483.6,1.551
31,42498.24,0.02603275
32,42498.25,2.36073058
33,42500.48,0.06507806
34,42500.49,2.2
35,42502.1,0.13
36,42533.19,0.16922714
37,42535.95,3.773
38,42548.2,1.34
39,42557.86,0.50473793
40,42608.81,1.05411287
41,42609.09,7.614
42,42653.63,16.331
43,42742.3,1.224
44,42763.08,0.79999995
45,42801.0,0.00061027
46,42819.38,16.666
47,42900.0,0.00149049
48,42901.0,0.00060884
49,42933.0,0.00406
