,price,size
0,42391.22,0.11798695
1,42391.57,0.47515942
2,42392.58,0.24435028
3,42392.59,0.11760831
4,42392.71,0.14743951
5,42393.5,1.0
6,42395.49,0.15340111
7,42395.94,0.29395389
8,42396.02,0.03534774
9,42396.32,1.0
10,42398.73,0.039
11,42399.1,0.11755396
12,42401.32,0.15337591
13,42401.45,0.18879437
14,42404.97,0.042092
15,42404.98,0.03577682
16,42409.39,0.39983057
17,42409.4,0.312
18,42411.43,0.05
19,42411.81,0.23598389
20,42413.15,0.35401335
21,42418.58,1.0
22,42422.35,0.47200636
23,42427.92,0.59
24,42432.8,8.4035
25,42440.78,0.25653904
26,42441.2,0.762
27,42444.07,0.17707773
28,42445.07,0.70802989
29,42469.64,0.31963483
30,42469.65,2.35992904
31,42470.59,1.18
32,42483.6,1.551
33,42498.24,0.02602722
34,42498.25,2.36073058
35,42502.1,0.13
36,42528.98,0.06506806
37,42529.01,0.16915627
38,42533.21,2.2
39,42535.95,3.773
40,42548.2,1.34
41,42557.86,0.50473793
42,42608.81,1.05411287
43,42609.09,7.614
44,42653.63,16.331
45,42742.3,1.224
46,42763.08,0.79999995
47,42801.0,0.00061027
48,42819.38,16.666
49,42900.0,0.00149049
