,price,size
0,42381.25,0.11802059
1,42381.26,0.11802059
2,42384.74,0.15342878
3,42386.7,0.14723065
4,42388.27,0.05
5,42390.52,0.02
6,42390.53,0.47291707
7,42390.54,0.15340997
8,42390.64,0.039
9,42391.56,1.0
10,42391.58,1.0
11,42395.0,0.354017
12,42400.11,0.27855206
13,42401.07,0.59
14,42404.97,0.38749454
15,42404.98,0.03577682
16,42406.33,0.23599769
17,42407.84,0.35405559
18,42409.4,0.312
19,42418.68,1.0
20,42422.45,0.11792687
21,42422.52,0.47201966
22,42433.0,8.7691
23,42433.48,0.2527584
24,42441.2,0.762
25,42445.07,0.70802989
26,42452.36,1.18
27,42469.65,2.35992904
28,42483.6,1.551
29,42498.24,0.02602514
30,42498.25,2.36073058
31,42502.09,0.06507359
32,42502.1,0.13
33,42528.99,0.36588226
34,42529.01,0.16915627
35,42529.02,2.2
36,42535.95,3.773
37,42557.86,0.50473793
38,42567.1,1.66
39,42608.81,1.05411287
40,42609.09,7.614
41,42653.63,16.331
42,42742.3,1.224
43,42763.08,0.79999995
44,42801.0,0.00061027
45,42819.38,16.666
46,42900.0,0.00149049
47,42901.0,0.00060884
48,42933.0,0.00406
49,42934.0,0.00122
