,price,size
0,42417.67,0.11790051
1,42422.35,0.11788837
2,42425.22,0.47050571
3,42427.64,1.0
4,42428.96,0.03480172
5,42429.63,0.14738775
6,42429.9,1.0
7,42431.84,0.15325232
8,42436.09,0.28711227
9,42436.1,0.312
10,42436.57,0.28700552
11,42438.76,0.02854734
12,42438.77,0.37020296
13,42442.03,0.05
14,42442.3,0.00074746
15,42444.61,0.0350746
16,42446.04,0.23576709
17,42447.8,8.6065
18,42448.11,1.0
19,42451.77,0.35367499
20,42452.07,0.47165192
21,42459.4,0.11769963
22,42459.43,0.59
23,42466.27,0.70762473
24,42467.9,0.762
25,42478.19,0.2596223
26,42483.6,1.551
27,42488.02,0.31682706
28,42494.61,0.17418388
29,42498.25,2.36073058
30,42506.26,1.18
31,42528.5,2.35887681
32,42535.94,0.02600643
33,42535.95,3.773
34,42541.36,0.06501944
35,42541.37,2.2
36,42557.85,0.16907202
37,42557.86,0.50473793
38,42575.8,1.39
39,42608.81,1.05411287
40,42609.09,7.614
41,42653.63,16.331
42,42742.3,1.224
43,42763.08,0.79999995
44,42801.0,0.00061027
45,42819.38,16.666
46,42900.0,0.00149049
47,42901.0,0.00060884
48,42933.0,0.00406
49,42934.0,0.00122
