,price,size
0,42380.13,0.11803955
1,42380.14,0.11803955
2,42380.5,0.14747216
3,42381.14,0.15345141
4,42385.55,0.18886327
5,42385.62,0.039
6,42386.75,0.49058585
7,42386.76,1.0
8,42386.82,1.0
9,42388.76,0.11793675
10,42391.21,0.039
11,42392.58,0.24435028
12,42394.93,0.039
13,42395.94,0.29395389
14,42396.02,0.03534774
15,42398.26,0.03429307
16,42398.27,0.37237608
17,42398.28,0.23606124
18,42402.65,0.59
19,42404.98,0.03577682
20,42409.4,0.312
21,42413.15,0.35401335
22,42418.58,1.0
23,42422.15,0.11775068
24,42422.35,0.47200636
25,42426.52,0.25537466
26,42432.1,8.1913
27,42441.2,0.762
28,42444.07,0.17707773
29,42445.07,0.70802989
30,42451.57,1.18
31,42469.64,0.31963483
32,42469.65,2.35992904
33,42483.59,0.02603533
34,42483.6,1.551
35,42498.24,0.06508833
36,42498.25,2.36073058
37,42500.49,2.2
38,42502.1,0.13
39,42533.2,0.06507236
40,42535.95,3.773
41,42548.2,1.34
42,42557.86,0.50473793
43,42608.81,1.05411287
44,42609.09,7.614
45,42653.63,16.331
46,42742.3,1.224
47,42763.08,0.79999995
48,42801.0,0.00061027
49,42819.38,16.666
