,price,size
0,42417.72,0.11791329
1,42420.46,0.15329731
2,42420.48,0.15329731
3,42423.62,0.1469777
4,42425.21,0.24419312
5,42425.22,0.47050571
6,42425.53,1.0
7,42426.12,0.15327259
8,42427.23,0.039
9,42427.64,1.0
10,42428.98,0.03568201
11,42429.72,0.27967332
12,42429.89,0.1177049
13,42432.48,0.05
14,42435.47,0.1470326
15,42436.1,0.312
16,42438.76,0.02854734
17,42438.77,0.37020296
18,42440.39,0.23580578
19,42444.61,0.0350746
20,42445.28,0.59
21,42445.41,1.0
22,42447.8,8.6065
23,42451.77,0.35367499
24,42452.07,0.47165192
25,42466.27,0.70762473
26,42467.9,0.762
27,42479.34,0.26100281
28,42482.85,0.20477538
29,42483.6,1.551
30,42494.61,0.17418388
31,42498.25,2.36073058
32,42506.25,0.30729311
33,42506.26,1.18
34,42518.4,0.4
35,42528.5,2.35887681
36,42535.94,0.02600643
37,42535.95,3.773
38,42541.36,0.06501944
39,42541.37,2.2
40,42557.85,0.16907202
41,42575.8,1.39
42,42607.26,0.47559248
43,42608.81,1.05411287
44,42609.09,7.614
45,42653.63,16.331
46,42742.3,1.224
47,42763.08,0.79999995
48,42801.0,0.00061027
49,42819.38,16.666
