,price,size
0,42403.41,0.11455385
1,42408.06,1.0
2,42409.53,0.1533365
3,42412.32,0.14734468
4,42412.62,0.22808592
5,42412.63,1.0
6,42413.25,0.039
7,42413.36,0.03450474
8,42415.81,0.74676545
9,42415.82,0.2359443
10,42418.58,0.12329188
11,42421.44,0.35334804
12,42422.3,0.23590498
13,42424.3,0.312
14,42425.87,0.0306105
15,42425.88,0.38753394
16,42425.89,0.35390472
17,42426.58,0.03610725
18,42427.95,0.05
19,42437.34,0.47184029
20,42441.2,0.762
21,42443.43,0.59
22,42447.8,8.6065
23,42461.84,0.17505783
24,42466.27,0.70762473
25,42472.25,0.19071889
26,42483.6,1.551
27,42488.02,0.31682706
28,42488.03,1.18
29,42498.25,2.36073058
30,42502.1,0.13
31,42528.49,0.06504766
32,42528.5,2.35887681
33,42533.18,0.02601992
34,42535.93,0.16912204
35,42535.95,3.773
36,42541.37,2.2
37,42548.2,1.34
38,42557.86,0.50473793
39,42608.81,1.05411287
40,42609.09,7.614
41,42653.63,16.331
42,42742.3,1.224
43,42763.08,0.79999995
44,42801.0,0.00061027
45,42819.38,16.666
46,42900.0,0.00149049
47,42901.0,0.00060884
48,42933.0,0.00406
49,42934.0,0.00122
