,price,size
0,42393.62,0.11538222
1,42394.85,0.1178595
2,42395.36,0.11798025
3,42395.91,0.14734118
4,42396.41,0.45555381
5,42397.46,0.25016522
6,42397.49,1.0
7,42398.14,0.18879636
8,42399.82,0.039
9,42401.32,1.0
10,42402.48,0.1174562
11,42404.98,0.03577682
12,42406.33,0.23599769
13,42406.34,0.30554782
14,42408.69,0.05
15,42409.4,0.312
16,42410.67,0.0311659
17,42411.17,0.23597066
18,42412.42,0.47049629
19,42419.58,0.0675
20,42420.35,0.05
21,42420.56,0.35395168
22,42421.49,0.59
23,42422.52,0.47201966
24,42441.2,0.762
25,42445.07,0.70802989
26,42469.65,2.35992904
27,42474.18,1.18
28,42483.6,1.551
29,42488.02,0.25977646
30,42498.24,0.02602514
31,42498.25,2.36073058
32,42528.99,0.36588226
33,42529.01,0.23422232
34,42529.02,2.2
35,42535.95,3.773
36,42567.1,1.66
37,42608.81,1.05411287
38,42609.09,7.614
39,42653.63,16.331
40,42742.3,1.224
41,42763.08,0.79999995
42,42801.0,0.00061027
43,42819.38,16.666
44,42900.0,0.00149049
45,42901.0,0.00060884
46,42933.0,0.00406
47,42934.0,0.00122
48,42959.25,0.02280149
49,42985.25,0.001
