,price,size
0,42417.72,0.11791329
1,42421.67,0.11790471
2,42425.21,0.24419312
3,42425.22,0.47050571
4,42425.93,0.14729204
5,42426.12,0.15327259
6,42427.64,1.0
7,42428.57,0.18865445
8,42428.98,0.03568201
9,42429.73,0.039
10,42429.9,1.0
11,42435.47,0.35358512
12,42436.09,0.28711227
13,42436.1,0.312
14,42438.76,0.02854734
15,42438.77,0.37020296
16,42439.76,0.05
17,42440.39,0.23580578
18,42444.61,0.0350746
19,42447.41,1.0
20,42447.8,8.6065
21,42448.41,0.11739241
22,42451.77,0.35367499
23,42452.07,0.47165192
24,42452.56,0.59
25,42466.27,0.70762473
26,42467.9,0.762
27,42483.6,1.551
28,42486.98,0.19054362
29,42494.61,0.17418388
30,42498.25,2.36073058
31,42506.25,0.30729311
32,42506.26,1.18
33,42518.4,0.4
34,42528.5,2.35887681
35,42535.94,0.02600643
36,42535.95,3.773
37,42541.36,0.06501944
38,42541.37,2.2
39,42557.85,0.16907202
40,42575.8,1.39
41,42607.26,0.47559248
42,42608.81,1.05411287
43,42609.09,7.614
44,42653.63,16.331
45,42742.3,1.224
46,42763.08,0.79999995
47,42801.0,0.00061027
48,42819.38,16.666
49,42900.0,0.00149049
