,price,size
0,42387.34,0.11800192
1,42387.35,1.0
2,42391.94,0.2263036
3,42391.95,1.0
4,42394.43,0.039
5,42395.78,0.4854004
6,42396.02,0.03534774
7,42397.6,0.15338233
8,42401.5,0.35398394
9,42401.87,0.29041827
10,42402.88,0.23601542
11,42404.97,0.383763
12,42404.98,0.03577682
13,42409.39,0.02769143
14,42409.4,0.312
15,42410.06,0.05
16,42410.73,0.23597282
17,42413.15,0.35401335
18,42418.58,1.0
19,42420.33,0.59
20,42422.35,0.47200636
21,42422.4,8.5685
22,42441.2,0.762
23,42444.07,0.17707773
24,42445.07,0.70802989
25,42469.27,1.18
26,42469.64,0.31963483
27,42469.65,2.35992904
28,42483.6,1.551
29,42498.24,0.02603275
30,42498.25,2.36073058
31,42500.49,2.2
32,42502.09,0.06507314
33,42502.1,0.13
34,42533.19,0.16922714
35,42535.95,3.773
36,42548.2,1.34
37,42557.86,0.50473793
38,42608.81,1.05411287
39,42609.09,7.614
40,42653.63,16.331
41,42742.3,1.224
42,42763.08,0.79999995
43,42801.0,0.00061027
44,42819.38,16.666
45,42900.0,0.00149049
46,42901.0,0.00060884
47,42933.0,0.00406
48,42934.0,0.00122
49,42959.25,0.02280149
