,price,size
0,42411.76,0.11756049
1,42412.48,0.153327
2,42412.62,0.22808592
3,42412.82,0.14716786
4,42413.46,1.0
5,42416.33,0.15330502
6,42418.22,1.0
7,42418.58,0.11807188
8,42421.43,0.77790641
9,42422.3,0.23590498
10,42424.3,0.312
11,42425.87,0.0306105
12,42426.58,0.03610725
13,42427.89,0.23586171
14,42427.94,0.37214141
15,42430.12,0.05
16,42437.34,0.47184029
17,42438.47,0.59
18,42438.78,0.35377545
19,42441.2,0.762
20,42447.8,8.6065
21,42465.95,0.19824433
22,42466.27,0.70762473
23,42472.25,0.19071889
24,42483.6,1.551
25,42488.02,0.31682706
26,42488.03,1.18
27,42498.25,2.36073058
28,42528.49,0.09106305
29,42528.5,2.35887681
30,42535.93,0.16912204
31,42535.95,3.773
32,42541.37,2.2
33,42548.2,1.34
34,42557.86,0.50473793
35,42608.81,1.05411287
36,42609.09,7.614
37,42653.63,16.331
38,42742.3,1.224
39,42763.08,0.79999995
40,42801.0,0.00061027
41,42819.38,16.666
42,42900.0,0.00149049
43,42901.0,0.00060884
44,42933.0,0.00406
45,42934.0,0.00122
46,42959.25,0.02280149
47,42985.25,0.001
48,43000.0,0.06226909
49,43001.0,0.00060743
