,price,size
0,42381.25,0.11802059
1,42381.26,0.11802059
2,42384.74,0.15342878
3,42388.27,0.05
4,42388.41,0.1473402
5,42390.51,0.24234274
6,42390.52,0.02
7,42390.53,0.47291707
8,42390.54,0.15340997
9,42390.64,0.039
10,42391.56,1.0
11,42391.58,1.0
12,42400.1,0.04245129
13,42400.11,0.27855206
14,42401.07,0.59
15,42404.97,0.38749454
16,42404.98,0.03577682
17,42406.33,0.23599769
18,42407.84,0.35405559
19,42409.4,0.312
20,42422.52,0.47201966
21,42431.68,0.23142037
22,42433.0,8.7691
23,42441.2,0.762
24,42445.07,0.70802989
25,42452.36,1.18
26,42469.65,2.35992904
27,42483.6,1.551
28,42498.24,0.02602514
29,42498.25,2.36073058
30,42502.09,0.06507359
31,42502.1,0.13
32,42528.99,0.36588226
33,42529.01,0.16915627
34,42529.02,2.2
35,42535.95,3.773
36,42557.86,0.50473793
37,42567.1,1.66
38,42608.81,1.05411287
39,42609.09,7.614
40,42653.63,16.331
41,42742.3,1.224
42,42763.08,0.79999995
43,42801.0,0.00061027
44,42819.38,16.666
45,42900.0,0.00149049
46,42901.0,0.00060884
47,42933.0,0.00406
48,42934.0,0.00122
49,42959.25,0.02280149
