,price,size
0,42417.67,0.11790051
1,42422.35,0.11788837
2,42425.21,0.24419312
3,42425.22,0.47050571
4,42427.64,1.0
5,42428.96,0.03480172
6,42429.63,0.14738775
7,42429.73,0.039
8,42429.9,1.0
9,42431.84,0.15325232
10,42436.09,0.28711227
11,42436.1,0.312
12,42436.57,0.28700552
13,42438.76,0.02854734
14,42438.77,0.37020296
15,42442.3,0.00074746
16,42444.61,0.0350746
17,42446.04,0.23576709
18,42447.8,8.6065
19,42448.11,1.0
20,42451.77,0.47157493
21,42452.07,0.47165192
22,42466.27,0.70762473
23,42467.9,0.762
24,42483.01,0.17827107
25,42483.6,1.551
26,42488.02,0.31682706
27,42494.61,0.17418388
28,42498.25,2.36073058
29,42506.26,1.18
30,42528.5,2.35887681
31,42535.94,0.02600643
32,42535.95,3.773
33,42541.36,0.06501944
34,42541.37,2.2
35,42557.85,0.16907202
36,42575.8,1.39
37,42608.81,1.05411287
38,42609.09,7.614
39,42653.63,16.331
40,42742.3,1.224
41,42763.08,0.79999995
42,42801.0,0.00061027
43,42819.38,16.666
44,42900.0,0.00149049
45,42901.0,0.00060884
46,42933.0,0.00406
47,42934.0,0.00122
48,42959.25,0.02280149
49,42985.25,0.001
