,price,size
0,42380.13,0.11803955
1,42380.14,0.11803955
2,42383.1,0.14706964
3,42384.76,0.11795847
4,42385.55,0.18886327
5,42385.62,0.039
6,42386.74,0.23422878
7,42386.75,0.49058585
8,42386.76,1.0
9,42386.82,1.0
10,42387.77,0.18885107
11,42389.87,0.03489739
12,42390.22,0.30069115
13,42392.64,0.05
14,42396.02,0.03534774
15,42398.26,0.03429307
16,42398.27,0.37237608
17,42398.28,0.23606124
18,42402.65,0.59
19,42404.98,0.03577682
20,42409.4,0.312
21,42413.15,0.35401335
22,42418.58,1.0
23,42422.35,0.47200636
24,42430.57,0.13484998
25,42432.1,8.1913
26,42441.2,0.762
27,42444.07,0.17707773
28,42445.07,0.70802989
29,42451.57,1.18
30,42469.64,0.31963483
31,42469.65,2.35992904
32,42483.59,0.02603533
33,42483.6,1.551
34,42498.24,0.06508833
35,42498.25,2.36073058
36,42500.49,2.2
37,42502.1,0.13
38,42533.19,0.16922714
39,42535.95,3.773
40,42548.2,1.34
41,42557.86,0.50473793
42,42608.81,1.05411287
43,42609.09,7.614
44,42653.63,16.331
45,42742.3,1.224
46,42763.08,0.79999995
47,42801.0,0.00061027
48,42819.38,16.666
49,42900.0,0.00149049
