,price,size
0,42386.28,0.11799371
1,42389.29,0.11799793
2,42390.54,0.15340997
3,42395.51,0.14745338
4,42396.24,0.039
5,42396.41,0.45555381
6,42397.48,0.23511077
7,42397.49,1.0
8,42398.14,0.18879636
9,42400.12,0.05
10,42401.32,1.0
11,42401.4,0.18872091
12,42404.98,0.03577682
13,42406.33,0.23599769
14,42406.34,0.30554782
15,42409.39,0.04369774
16,42409.4,0.312
17,42411.04,0.59
18,42412.42,0.38682632
19,42420.35,0.05
20,42420.56,0.35395168
21,42422.52,0.47201966
22,42441.2,0.762
23,42445.07,0.70802989
24,42469.65,2.35992904
25,42474.18,1.18
26,42483.6,1.551
27,42498.24,0.02602514
28,42498.25,2.36073058
29,42502.1,0.13
30,42528.99,0.36588226
31,42529.01,0.23422232
32,42529.02,2.2
33,42535.95,3.773
34,42567.1,1.66
35,42608.81,1.05411287
36,42609.09,7.614
37,42653.63,16.331
38,42742.3,1.224
39,42763.08,0.79999995
40,42801.0,0.00061027
41,42819.38,16.666
42,42900.0,0.00149049
43,42901.0,0.00060884
44,42933.0,0.00406
45,42934.0,0.00122
46,42959.25,0.02280149
47,42985.25,0.001
48,43000.0,0.06226909
49,43001.0,0.00060743
