,price,size
0,42406.72,0.11792878
1,42412.32,0.14734468
2,42412.48,0.153327
3,42412.62,0.22808592
4,42412.63,1.0
5,42413.36,0.03450474
6,42413.46,1.0
7,42415.14,0.11767377
8,42415.87,0.039
9,42416.33,0.15330502
10,42418.53,0.22804253
11,42418.58,0.12329188
12,42421.43,0.77790641
13,42422.3,0.23590498
14,42424.3,0.312
15,42425.66,0.05
16,42425.87,0.0306105
17,42425.89,0.35390472
18,42426.58,0.03610725
19,42427.89,0.23586171
20,42427.94,0.37214141
21,42437.34,0.47184029
22,42438.47,0.59
23,42441.2,0.762
24,42447.8,8.6065
25,42465.95,0.19824433
26,42466.27,0.70762473
27,42472.25,0.19071889
28,42483.6,1.551
29,42488.02,0.31682706
30,42488.03,1.18
31,42498.25,2.36073058
32,42528.49,0.09106305
33,42528.5,2.35887681
34,42535.93,0.16912204
35,42535.95,3.773
36,42541.37,2.2
37,42548.2,1.34
38,42557.86,0.50473793
39,42608.81,1.05411287
40,42609.09,7.614
41,42653.63,16.331
42,42742.3,1.224
43,42763.08,0.79999995
44,42801.0,0.00061027
45,42819.38,16.666
46,42900.0,0.00149049
47,42901.0,0.00060884
48,42933.0,0.00406
49,42934.0,0.00122
