,price,size
0,42393.62,0.11797222
1,42395.36,0.11798025
2,42396.41,0.45555381
3,42397.46,0.25016522
4,42397.49,1.0
5,42399.81,0.14701957
6,42399.82,0.039
7,42399.9,0.11797532
8,42401.32,1.0
9,42404.17,0.18876587
10,42404.98,0.03577682
11,42405.28,0.35364889
12,42406.05,0.18876018
13,42406.34,0.30554782
14,42409.4,0.312
15,42410.42,0.05
16,42410.67,0.0311659
17,42412.42,0.47049629
18,42416.93,0.23593662
19,42418.56,0.59
20,42420.18,0.17257975
21,42420.35,0.05
22,42420.56,0.35395168
23,42422.52,0.47201966
24,42439.8,8.9024
25,42441.2,0.762
26,42445.07,0.70802989
27,42448.45,0.25565076
28,42469.65,2.35992904
29,42470.39,0.15575911
30,42474.18,1.18
31,42483.6,1.551
32,42498.24,0.02602514
33,42498.25,2.36073058
34,42528.99,0.36588226
35,42529.01,0.23422232
36,42529.02,2.2
37,42535.95,3.773
38,42574.2,1.79
39,42608.81,1.05411287
40,42608.82,0.59965074
41,42609.09,7.614
42,42653.63,16.331
43,42742.3,1.224
44,42763.08,0.79999995
45,42801.0,0.00061027
46,42819.38,16.666
47,42900.0,0.00149049
48,42901.0,0.00060884
49,42933.0,0.00406
