,price,size
0,42391.22,0.11798695
1,42391.23,0.11800092
2,42391.57,0.47515942
3,42392.58,0.24435028
4,42392.71,0.14743951
5,42393.5,1.0
6,42394.69,0.18882416
7,42395.49,0.15340111
8,42395.94,0.29395389
9,42396.02,0.03534774
10,42396.32,1.0
11,42398.55,0.03527328
12,42401.96,0.05
13,42404.97,0.042092
14,42404.98,0.03577682
15,42409.39,0.39983057
16,42409.4,0.312
17,42411.81,0.23598389
18,42413.15,0.35401335
19,42414.75,0.59
20,42418.58,1.11782336
21,42422.35,0.47200636
22,42432.8,8.4035
23,42436.98,0.21180659
24,42441.2,0.762
25,42444.07,0.17707773
26,42445.07,0.70802989
27,42469.64,0.31963483
28,42469.65,2.35992904
29,42470.59,1.18
30,42483.6,1.551
31,42498.24,0.02602722
32,42498.25,2.36073058
33,42502.1,0.13
34,42533.19,0.16919182
35,42533.21,2.2
36,42535.95,3.773
37,42548.2,1.34
38,42557.86,0.50473793
39,42608.81,1.05411287
40,42609.09,7.614
41,42653.63,16.331
42,42742.3,1.224
43,42763.08,0.79999995
44,42801.0,0.00061027
45,42819.38,16.666
46,42900.0,0.00149049
47,42901.0,0.00060884
48,42933.0,0.00406
49,42934.0,0.00122
