,price,size
0,42393.62,0.11797222
1,42395.36,0.11798025
2,42395.91,0.14734118
3,42396.41,0.45555381
4,42397.46,0.25016522
5,42397.49,1.0
6,42398.14,0.18879636
7,42399.82,0.039
8,42401.32,1.0
9,42402.48,0.1174562
10,42404.98,0.03577682
11,42405.28,0.11795501
12,42406.33,0.23599769
13,42406.34,0.30554782
14,42409.4,0.312
15,42410.67,0.0311659
16,42412.42,0.47049629
17,42418.68,0.02703899
18,42420.35,0.05
19,42420.56,0.35395168
20,42422.52,0.47201966
21,42439.8,8.9024
22,42441.2,0.762
23,42445.07,0.70802989
24,42469.65,2.35992904
25,42474.18,1.18
26,42483.6,1.551
27,42498.24,0.02602514
28,42498.25,2.36073058
29,42528.99,0.36588226
30,42529.01,0.23422232
31,42529.02,2.2
32,42535.95,3.773
33,42608.81,1.05411287
34,42609.09,7.614
35,42653.63,16.331
36,42742.3,1.224
37,42763.08,0.79999995
38,42801.0,0.00061027
39,42819.38,16.666
40,42900.0,0.00149049
41,42901.0,0.00060884
42,42933.0,0.00406
43,42934.0,0.00122
44,42959.25,0.02280149
45,42985.25,0.001
46,43000.0,0.06226909
47,43001.0,0.00060743
48,43015.0,0.00118543
49,43054.01,0.00933468
