,price,size
0,42380.13,0.11803955
1,42380.14,0.11803955
2,42383.1,0.14706964
3,42385.62,0.039
4,42386.34,0.11756072
5,42386.72,0.03582793
6,42386.74,0.23422878
7,42386.76,1.0
8,42386.82,1.0
9,42387.77,0.18885107
10,42389.19,0.35367064
11,42390.22,0.30069115
12,42392.64,0.05
13,42396.02,0.03534774
14,42398.26,0.03429307
15,42398.27,0.37237608
16,42398.28,0.23606124
17,42402.65,0.59
18,42404.98,0.03577682
19,42409.4,0.312
20,42413.15,0.35401335
21,42418.58,1.0
22,42422.35,0.47200636
23,42432.1,8.1913
24,42434.22,0.2422419
25,42441.2,0.762
26,42444.07,0.17707773
27,42445.07,0.70802989
28,42451.57,1.18
29,42469.64,0.31963483
30,42469.65,2.35992904
31,42483.59,0.02603533
32,42483.6,1.551
33,42498.24,0.06508833
34,42498.25,2.36073058
35,42500.49,2.2
36,42502.1,0.13
37,42533.19,0.16922714
38,42535.95,3.773
39,42548.2,1.34
40,42557.86,0.50473793
41,42608.81,1.05411287
42,42609.09,7.614
43,42653.63,16.331
44,42742.3,1.224
45,42763.08,0.79999995
46,42801.0,0.00061027
47,42819.38,16.666
48,42900.0,0.00149049
49,42901.0,0.00060884
