,price,size
0,42393.62,0.11538222
1,42395.36,0.11798025
2,42395.91,0.14734118
3,42396.04,0.039
4,42396.41,0.45555381
5,42397.46,0.25016522
6,42397.49,1.0
7,42398.14,0.18879636
8,42399.93,0.18878791
9,42401.32,1.0
10,42402.48,0.1174562
11,42404.98,0.03577682
12,42406.05,0.05
13,42406.33,0.23599769
14,42406.34,0.30554782
15,42409.4,0.312
16,42410.67,0.0311659
17,42411.17,0.11771798
18,42412.42,0.47049629
19,42416.02,0.59
20,42418.68,0.46846539
21,42420.35,0.05
22,42420.56,0.35395168
23,42422.52,0.47201966
24,42441.2,0.762
25,42445.07,0.70802989
26,42469.65,2.35992904
27,42474.18,1.18
28,42483.6,1.551
29,42486.35,0.24883762
30,42498.24,0.02602514
31,42498.25,2.36073058
32,42502.1,0.13
33,42528.99,0.36588226
34,42529.01,0.23422232
35,42529.02,2.2
36,42535.95,3.773
37,42567.1,1.66
38,42608.81,1.05411287
39,42609.09,7.614
40,42653.63,16.331
41,42742.3,1.224
42,42763.08,0.79999995
43,42801.0,0.00061027
44,42819.38,16.666
45,42900.0,0.00149049
46,42901.0,0.00060884
47,42933.0,0.00406
48,42934.0,0.00122
49,42959.25,0.02280149
