,price,size
0,42391.94,0.2263036
1,42392.51,1.0
2,42394.25,0.1178323
3,42396.07,1.0
4,42400.26,0.1533725
5,42401.87,0.29041827
6,42403.79,0.45634718
7,42404.98,0.03577682
8,42409.38,0.383763
9,42409.39,0.02769143
10,42409.4,0.312
11,42410.73,0.23597282
12,42414.51,0.05
13,42418.58,0.67660413
14,42422.35,0.47200636
15,42422.4,8.5685
16,42427.3,0.59
17,42441.2,0.762
18,42445.07,0.70802989
19,42446.23,0.18236834
20,42450.56,0.20638577
21,42469.27,1.18
22,42469.64,0.31963483
23,42469.65,2.35992904
24,42483.6,1.551
25,42498.24,0.02603275
26,42498.25,2.36073058
27,42500.49,2.2
28,42502.1,0.13
29,42533.19,0.16922714
30,42535.94,0.06506884
31,42535.95,3.773
32,42548.2,1.34
33,42557.86,0.50473793
34,42608.81,1.05411287
35,42609.09,7.614
36,42653.63,16.331
37,42742.3,1.224
38,42763.08,0.79999995
39,42801.0,0.00061027
40,42819.38,16.666
41,42900.0,0.00149049
42,42901.0,0.00060884
43,42933.0,0.00406
44,42934.0,0.00122
45,42959.25,0.02280149
46,42985.25,0.001
47,43000.0,0.06226909
48,43001.0,0.00060743
49,43015.0,0.00118543
