,price,size
0,42393.62,0.11797222
1,42395.36,0.11798025
2,42396.31,0.14720114
3,42396.41,0.45555381
4,42397.46,0.25016522
5,42397.49,1.0
6,42398.14,0.18879636
7,42398.5,0.15337946
8,42398.51,0.05
9,42399.82,0.039
10,42401.32,1.0
11,42402.88,0.11767349
12,42404.98,0.03577682
13,42405.28,0.11787696
14,42406.33,0.23599769
15,42406.34,0.30554782
16,42409.09,0.59
17,42409.4,0.312
18,42410.67,0.0311659
19,42412.42,0.47049629
20,42420.35,0.05
21,42420.56,0.35395168
22,42422.52,0.47201966
23,42439.8,8.9024
24,42441.2,0.762
25,42445.07,0.70802989
26,42469.65,2.35992904
27,42474.18,1.18
28,42483.6,1.551
29,42498.24,0.02602514
30,42498.25,2.36073058
31,42528.99,0.36588226
32,42529.01,0.23422232
33,42529.02,2.2
34,42535.95,3.773
35,42608.81,1.05411287
36,42609.09,7.614
37,42653.63,16.331
38,42742.3,1.224
39,42763.08,0.79999995
40,42801.0,0.00061027
41,42819.38,16.666
42,42900.0,0.00149049
43,42901.0,0.00060884
44,42933.0,0.00406
45,42934.0,0.00122
46,42959.25,0.02280149
47,42985.25,0.001
48,43000.0,0.06226909
49,43001.0,0.00060743
