,price,size
0,42406.72,0.11792878
1,42408.36,0.1175109
2,42412.32,0.14734468
3,42412.48,0.153327
4,42412.62,0.22808592
5,42412.63,1.0
6,42413.36,0.03450474
7,42413.46,1.0
8,42415.14,0.23548583
9,42415.87,0.039
10,42416.33,0.15330502
11,42418.58,0.12329188
12,42421.43,0.77790641
13,42422.3,0.23590498
14,42424.3,0.312
15,42425.66,0.05
16,42425.87,0.0306105
17,42425.89,0.35390472
18,42426.58,0.03610725
19,42427.89,0.23586171
20,42427.94,0.37214141
21,42437.34,0.47184029
22,42438.47,0.59
23,42441.2,0.762
24,42447.8,8.6065
25,42461.88,0.24942105
26,42466.27,0.70762473
27,42472.25,0.19071889
28,42483.6,1.551
29,42488.02,0.31682706
30,42488.03,1.18
31,42498.25,2.36073058
32,42502.1,0.13
33,42528.49,0.09106305
34,42528.5,2.35887681
35,42535.93,0.16912204
36,42535.95,3.773
37,42541.37,2.2
38,42548.2,1.34
39,42557.86,0.50473793
40,42608.81,1.05411287
41,42609.09,7.614
42,42653.63,16.331
43,42742.3,1.224
44,42763.08,0.79999995
45,42801.0,0.00061027
46,42819.38,16.666
47,42900.0,0.00149049
48,42901.0,0.00060884
49,42933.0,0.00406
