,price,size
0,42391.22,0.11798695
1,42391.23,0.11800092
2,42391.57,0.47515942
3,42392.58,0.24435028
4,42392.71,0.14743951
5,42393.5,1.0
6,42394.69,0.18882416
7,42395.49,0.15340111
8,42395.94,0.29395389
9,42396.02,0.03534774
10,42396.32,1.0
11,42401.96,0.05
12,42404.97,0.042092
13,42404.98,0.03577682
14,42409.39,0.39983057
15,42409.4,0.312
16,42411.81,0.23598389
17,42413.15,0.35401335
18,42414.75,0.59
19,42418.58,1.11782336
20,42422.35,0.47200636
21,42436.98,0.21180659
22,42441.2,0.762
23,42444.07,0.17707773
24,42445.07,0.70802989
25,42469.64,0.31963483
26,42469.65,2.35992904
27,42470.59,1.18
28,42483.6,1.551
29,42498.24,0.02602722
30,42498.25,2.36073058
31,42502.09,0.06507451
32,42502.1,0.13
33,42533.19,0.16919182
34,42533.21,2.2
35,42535.95,3.773
36,42548.2,1.34
37,42557.86,0.50473793
38,42608.81,1.05411287
39,42609.09,7.614
40,42653.63,16.331
41,42742.3,1.224
42,42763.08,0.79999995
43,42801.0,0.00061027
44,42819.38,16.666
45,42900.0,0.00149049
46,42901.0,0.00060884
47,42933.0,0.00406
48,42934.0,0.00122
49,42959.25,0.02280149
