,price,size
0,42417.72,0.11112329
1,42420.46,0.15329731
2,42423.62,0.1469777
3,42425.21,0.24419312
4,42425.22,0.47050571
5,42425.53,1.0
6,42426.12,0.15327259
7,42427.23,0.039
8,42427.64,1.0
9,42427.87,0.18866443
10,42428.98,0.03568201
11,42429.72,0.32967332
12,42431.17,0.353477
13,42436.1,0.312
14,42438.76,0.02854734
15,42438.77,0.37020296
16,42440.39,0.23580578
17,42444.61,0.0350746
18,42445.28,0.59
19,42445.41,1.0
20,42447.8,8.6065
21,42451.77,0.35367499
22,42452.07,0.47165192
23,42466.27,0.70762473
24,42467.9,0.762
25,42483.22,0.24702176
26,42483.6,1.551
27,42494.61,0.17418388
28,42498.25,2.36073058
29,42506.25,0.30729311
30,42506.26,1.18
31,42518.4,0.4
32,42528.5,2.35887681
33,42535.94,0.02600643
34,42535.95,3.773
35,42541.36,0.06501944
36,42541.37,2.2
37,42557.85,0.16907202
38,42575.8,1.39
39,42607.26,0.47559248
40,42608.81,1.05411287
41,42609.09,7.614
42,42653.63,16.331
43,42742.3,1.224
44,42763.08,0.79999995
45,42801.0,0.00061027
46,42819.38,16.666
47,42900.0,0.00149049
48,42901.0,0.00060884
49,42933.0,0.00406
