,price,size
0,42372.65,0.11804944
1,42374.91,0.15346427
2,42381.75,0.039
3,42384.54,0.1888559
4,42391.58,1.0
5,42395.65,0.23605563
6,42395.95,0.59
7,42396.02,0.03547822
8,42399.13,0.35412664
9,42399.93,0.02878641
10,42404.98,0.03577682
11,42407.46,0.47217381
12,42409.4,0.312
13,42418.58,1.0
14,42425.21,0.24971994
15,42433.0,8.7691
16,42441.2,0.762
17,42445.07,0.70802989
18,42452.36,1.18
19,42469.65,2.35992904
20,42483.6,1.551
21,42493.79,2.2
22,42498.25,2.36073058
23,42502.09,0.06507359
24,42502.1,0.13
25,42528.99,0.36588226
26,42529.01,0.16915627
27,42535.95,3.773
28,42557.86,0.50473793
29,42608.81,1.05411287
30,42609.09,7.614
31,42653.63,16.331
32,42742.3,1.224
33,42763.08,0.79999995
34,42801.0,0.00061027
35,42819.38,16.666
36,42900.0,0.00149049
37,42901.0,0.00060884
38,42933.0,0.00406
39,42934.0,0.00122
40,42959.25,0.02280149
41,42985.25,0.001
42,43000.0,0.06226909
43,43001.0,0.00060743
44,43015.0,0.00118543
45,43054.01,0.00933468
46,43061.38,0.001
47,43088.88,0.5
48,43100.0,0.05551116
49,43101.0,0.00060602
